89s;33.097588662240724
57s;29.704809094404506
8Ao;37.26838884012427
QTs;36.75179737870745
45s;28.454544449399442
3Ts;30.745395014937994
45o;27.4946782041358
3To;29.692839625296507
ATo;38.38470344831645
29s;29.013816102906148
6Js;32.92143349414197
26s;26.52620410019326
56o;28.488512861434796
AQs;39.38974687299927
AAo;45.88788739123644
24s;26.08613115961563
3As;36.30494180700418
7Jo;33.08783188945736
6Ko;34.97045606891929
7As;37.35464272584796
38o;27.099025505251696
36s;27.598102469623853
6Ao;36.41304677316681
2Js;31.48062559756704
8Jo;33.8643696795173
9Qo;35.56190212968507
5Ao;36.347903570930654
46o;27.446571513570735
8To;33.151318833873205
27o;25.71092607218879
23s;25.55484393036982
23o;24.42172648474657
79o;31.65995382957317
QTo;36.3165566164951
47o;27.721695434442168
2Qo;31.95044218038891
59s;30.646596867996156
78s;31.71643754406766
99o;41.73744829612415
49s;29.758383089350826
2As;35.969121704576956
QQo;44.241538912955
57o;28.855316755115457
JTo;35.60125462095118
KQs;38.30089979641034
69s;31.476135352993488
29o;28.024206704927547
2Qs;32.856520174904524
33o;34.714295753549806
JKo;37.560100445100325
68o;30.189578038128808
9Ao;37.682487977524424
7Qo;34.00026450528066
3Ao;35.580748544905326
38s;28.243644828339125
AKs;39.66753747589725
28s;28.03011460030961
3Js;31.878994729760034
4Jo;31.483531374796325
88o;40.76233559520818
TTo;42.734622598796975
4Ao;35.94225271758199
25s;26.647662916257648
8Ko;35.690180943557145
5Ks;35.329576770177646
AJs;39.19030345593007
5Qo;33.277501982225246
2Ko;33.3546143217876
KTs;37.68724846022296
6Qs;34.393663763461625
78o;31.007140839426366
4To;30.327304878494672
55o;37.4276878168363
24o;24.825622469508588
39s;29.489647657101344
48s;29.144210145536526
JQo;36.65938173542135
4Ts;31.00623014253004
ATs;38.81093801122493
35s;27.606828394405564
2Ts;30.27623913238326
7Ko;35.37300199492648
7Ao;36.83671440535509
58s;30.15593117867849
4Ks;34.936412461882696
36o;26.51737143177612
3Ko;33.89367553857676
5To;30.677253898191715
37o;26.707480189842254
2Jo;30.52320960178046
4Qo;32.79009835143051
46s;28.544907378416905
8Js;34.50783054504381
44o;36.154182175258214
6To;31.456234462907233
2Ao;35.26937508685783
9Ks;36.92462834650792
5Jo;31.975101421850088
9As;38.01979438391898
8Qo;34.840050656070794
47s;28.815899643051253
9Qs;36.02584441241561
9Jo;34.62963768972014
8Ts;33.73537476369706
7Ts;33.04368167213634
67o;29.842006223490834
49o;28.831029592383743
5Ts;31.386407547516367
KTo;37.36818836293681
JTs;35.7885468970836
69o;30.76600327730204
6As;37.018005692833384
22o;33.280336153540404
KKo;45.04902478907217
5Ko;34.61924145062182
5As;36.96298744216788
6Ks;35.6604864818151
7Js;33.679398298646994
2Ks;34.06501749532102
27s;26.817353180462227
7Qs;34.59574668995892
34o;26.01495745349178
28o;26.85215897545119
9Ts;34.504139201306195
JJo;43.549713985729696
68s;30.868490763951854
79s;32.17816757719673
8Qs;35.25675612664282
58o;29.278884127384252
4Js;32.31622649408645
3Qs;33.1365150752209
34s;27.132771168360787
77o;39.69506249445971
6Jo;32.22726495643787
3Qo;32.42802071067955
4Ko;34.19619982920581
37s;27.73809878455672
3Jo;31.050013643372115
7Ks;35.91471519929106
59o;29.850561730169023
39o;28.479469456889955
AKo;39.31920244814846
9To;33.99947741060101
AQo;39.01434980450611
5Js;32.69944968635243
67s;30.438571013650883
25o;25.457652287284493
26o;25.334776910365264
48o;28.310793962021812
JQs;37.10057728270591
35o;26.45971007379621
2To;29.294732083212438
3Ks;34.51778537215253
66o;38.637807880490456
5Qs;33.962501231054496
8Ks;36.30860491240056
4As;36.625741616789945
8As;37.77657695907674
JKs;37.912572637715996
7To;32.31035436540354
9Ko;36.527405019962316
9Js;35.14705587521802
89o;32.441785970684535
KQo;37.93044270725458
AJo;38.66362578488872
56s;29.441412240092447
6Qo;33.59112977548907
4Qs;33.574973075402504
6Ts;32.24432758686781
